"day","month","temperature","pressure","wind_speed","season"
1,1,13.4907066219017,1010.90206828771,23.6931688345312,"Winter"
2,2,14.6536836477776,1016.78167772209,19.4058940446272,"Winter"
3,3,20.1923216146799,1003.54591168876,5.28174549338012,"Winter"
4,4,15.8995494422969,1021.56923010899,21.9978809270147,"Spring"
5,5,16.2475111928573,1008.38961661116,14.7197202690687,"Spring"
6,6,21.1762119351242,1037.16773353788,17.6245713965965,"Spring"
7,7,17.5848290669611,996.489511043118,18.1101661793553,"Summer"
8,8,12.577604017313,1008.36012757034,14.5165696339665,"Summer"
9,9,14.4825296509622,1021.25379862759,14.6236840117564,"Summer"
10,10,15.3759455315149,1018.10132546879,20.0957853466545,"Fall"
11,11,20.5545124907508,1007.10518961485,18.5580096124312,"Fall"
12,12,18.1304864798583,1003.03219257792,19.9513112302212,"Fall"
13,1,18.4215294818238,1014.44475704711,26.9146334761516,"Winter"
14,2,17.7187758078949,1012.85692586833,18.3220793184704,"Winter"
15,3,15.8860095468996,995.097187627359,16.0369057869265,"Winter"
16,4,23.0803209857503,1013.34551067134,3.9468344471219,"Spring"
17,5,19.3783757634938,1014.90230315692,28.4585700162306,"Spring"
18,6,12.149360776674,1014.74726396982,12.5866158910185,"Spring"
19,7,20.3167643216147,1002.44982957397,26.873673575477,"Summer"
20,8,16.9568547727573,1017.76133278303,16.8732178400249,"Summer"
21,9,15.3332901038032,1026.78570136959,22.692150994484,"Summer"
22,10,18.0433206849318,1017.5623640318,14.4514483941188,"Fall"
23,11,15.7786207175144,1001.64411529626,17.5573537734906,"Fall"
24,12,16.8282062041863,1008.64354530308,16.0697898982113,"Fall"
25,1,17.2968182225754,1016.46103619554,14.0693965031325,"Winter"
26,2,14.2676759932771,1006.52954368682,14.3980308768875,"Winter"
27,3,21.9956545508877,991.423536649847,20.0641716792213,"Winter"
28,4,20.0956220625381,1021.84250820028,13.9927092651425,"Spring"
29,5,16.372927590122,1004.70522388375,4.811587527796,"Spring"
30,6,23.6992002648096,1007.26439729232,14.0205537558509,"Spring"
31,7,21.3661021029515,1028.03900609005,17.6989530276814,"Summer"
32,8,19.3489416246787,1005.25855070395,18.0822785817572,"Summer"
33,9,23.0654286985181,1021.45731540189,18.0828390873872,"Summer"
34,10,23.1587535942753,1000.39317121181,6.5394923956546,"Fall"
35,11,23.1317608078236,1009.45457596926,16.843710290056,"Fall"
36,12,22.8739234968383,1012.26443980864,19.8392960497353,"Fall"
37,1,22.6090198302204,1001.31348575576,21.3828934073383,"Winter"
38,2,20.8990335694211,1006.65251735091,13.8751936447794,"Winter"
39,3,20.3025794931889,1012.71158447072,13.390537069086,"Winter"
40,4,20.2129100058646,1019.70695968734,22.4391891593902,"Spring"
41,5,19.4021746735883,996.494534565749,6.6603597711034,"Spring"
42,6,20.992594348364,1009.50245760789,12.8158501154344,"Spring"
43,7,17.9482471336247,1020.56406438545,17.2873103967873,"Summer"
44,8,28.3773955682522,1007.61190840022,6.91113117309387,"Summer"
45,9,25.6184692654314,1015.27291921673,16.3981393121588,"Summer"
46,10,18.7472404732077,1017.92228570064,24.389320105261,"Fall"
47,11,21.0277858770619,1015.67835015332,14.9796967328183,"Fall"
48,12,20.9542041687702,1019.53257679471,13.6077298751821,"Fall"
49,1,24.8096162319745,1011.77291339023,17.3745585701703,"Winter"
50,2,22.3329508853701,1008.86323486408,13.6046391460635,"Winter"
51,3,23.4541038108236,986.56851047971,19.0670018703953,"Winter"
52,4,22.7173182446616,1012.07058981521,19.5221773222485,"Spring"
53,5,22.7808451956938,1017.3028469636,15.0134583061506,"Spring"
54,6,27.1194177337901,1018.35398840868,9.11653921125136,"Spring"
55,7,22.4380776330958,1007.44721648687,8.40889636270456,"Summer"
56,8,27.7641773463128,1030.79502909775,12.0350131717234,"Summer"
57,9,18.6654478509674,1015.86424419629,18.9869025027492,"Summer"
58,10,25.160025305253,1014.26315858459,5.20897412671537,"Fall"
59,11,23.8697336468091,1025.72266779469,5.56837420633727,"Fall"
60,12,24.23546428899,1005.81533778681,11.7311008761995,"Fall"
61,1,24.8134819955756,1008.49661376075,16.9719742399029,"Winter"
62,2,22.2519466921145,1036.9745248005,10.432169759175,"Winter"
63,3,22.8410529484254,1013.11129187221,19.4337451854803,"Winter"
64,4,20.8640873152742,1029.33568421408,16.6668498507759,"Spring"
65,5,20.7809350170957,998.614933550855,14.146801908807,"Spring"
66,6,24.9807240522391,1011.09483197957,19.0941406826589,"Spring"
67,7,25.4859092177416,1016.78423903637,16.9418258140968,"Summer"
68,8,24.3687255573579,1016.00038545206,12.7703248639392,"Summer"
69,9,27.0422192394312,1002.94363740489,16.1555746720908,"Summer"
70,10,30.4886263451107,1013.19259274625,18.237566789888,"Fall"
71,11,22.9254670812493,1002.22579346888,16.7814167243102,"Fall"
72,12,17.528457247349,1020.12703325244,11.7099489602526,"Fall"
73,1,27.5277807363383,1023.84775089861,19.276011025321,"Winter"
74,2,22.4347459781719,990.750123035126,20.7646811277931,"Winter"
75,3,22.5472719893209,1025.356934623,16.3813727827167,"Winter"
76,4,27.7341134856386,1000.58955503192,15.7205233123109,"Spring"
77,5,23.846320197362,1017.54769268983,14.6218745961008,"Spring"
78,6,21.0788514149606,1019.59902638143,25.8070792315139,"Spring"
79,7,25.322393854304,1011.00110171899,16.381577660679,"Summer"
80,8,24.396390615399,1006.5488604314,14.2085298565003,"Summer"
81,9,24.8620307252206,1014.65321021242,2.46041098901373,"Summer"
82,10,26.0293356273189,1017.38818700714,7.17359117484734,"Fall"
83,11,23.7873448554963,1021.83302819949,14.6116339969472,"Fall"
84,12,26.8553517397358,992.47663016098,16.0314702242155,"Fall"
85,1,24.2807193834833,996.63620731941,16.3843622943081,"Winter"
86,2,25.9545358532189,1027.30402341188,19.1075339022431,"Winter"
87,3,28.2637667705296,1023.46628847112,14.0292379533977,"Winter"
88,4,26.289898684057,1017.35288948908,21.0729439724128,"Spring"
89,5,24.0147053558032,1020.15178407111,10.3924197856521,"Spring"
90,6,28.4441078751522,1022.17174917641,8.95778639778467,"Spring"
91,7,27.9804189652483,986.390772015343,8.85506911223093,"Summer"
92,8,26.6443574650716,1024.10277096639,18.7114851209326,"Summer"
93,9,25.7116580122079,1008.15012403438,14.5854002883039,"Summer"
94,10,23.1050789277322,1015.30616830631,18.9490896091025,"Fall"
95,11,29.0611289542439,1010.04842199116,13.6614678922146,"Fall"
96,12,23.1658102561003,1021.71964954079,12.0405394889359,"Fall"
97,1,31.5130520900567,1009.51527551044,13.1582371243675,"Winter"
98,2,29.5304003712297,1018.18503765888,5.73691587879135,"Winter"
99,3,24.2040395626331,1009.09315021361,9.15192369792943,"Winter"
100,4,21.8075132014031,1002.07212790898,7.78982676820775,"Spring"
101,5,22.7282618085404,1025.1001051044,20.2716113598767,"Spring"
102,6,25.5999166472694,1020.40900011274,12.013349543186,"Spring"
103,7,24.0560612810678,1030.24262239156,18.9472992639509,"Summer"
104,8,23.7174777081305,1013.65153932579,22.5824530084598,"Summer"
105,9,21.8663262644956,1024.25002745828,14.0411259544503,"Summer"
106,10,24.5442946558139,1032.75419054019,16.4193945317618,"Fall"
107,11,22.2799920772703,1010.18517884961,6.24466240301961,"Fall"
108,12,19.5833523601086,999.770488872448,10.906651112401,"Fall"
109,1,23.3961304054412,1010.60648432862,15.2810742469142,"Winter"
110,2,27.240605627304,1010.85958760015,16.4954345166808,"Winter"
111,3,22.701570546079,1014.51680504509,11.2030094135056,"Winter"
112,4,26.1927064296294,1030.12304977319,28.424294996134,"Spring"
113,5,19.4535911855123,1009.73856107495,12.7080493045381,"Spring"
114,6,24.0762213253573,1016.73004655805,15.3212177831502,"Spring"
115,7,25.7340578724243,1010.72315935104,18.2489593357676,"Summer"
116,8,25.0095063874423,1013.20450708525,14.86990682613,"Summer"
117,9,24.3505866056937,1016.14057663506,11.7821630648644,"Summer"
118,10,22.036274882433,1026.28214696037,20.2265283198165,"Fall"
119,11,21.3314601881942,1014.21318377491,23.077726616036,"Fall"
120,12,20.7277356679206,1020.12842320031,14.8515301447508,"Fall"
121,1,24.0700029783936,1020.78860029784,17.8113367270153,"Winter"
122,2,20.7889974379447,1022.14773270856,14.5129375074868,"Winter"
123,3,22.0715493663963,1007.25605447816,20.0822760885108,"Winter"
124,4,22.6842139969359,1029.26881214195,9.21916302870073,"Spring"
125,5,28.890840809883,1009.19043260706,26.6043011199724,"Spring"
126,6,21.3076922821527,1011.9421583235,11.9823437610583,"Spring"
127,7,23.8715402313137,1027.04050267714,7.70575292780954,"Summer"
128,8,23.2986820119006,1025.94083906146,13.2454108640347,"Summer"
129,9,20.0762587354358,1002.10008127589,15.733542420725,"Summer"
130,10,22.6425742924163,1004.26928999583,23.1181060384011,"Fall"
131,11,27.0824929889405,999.419209406294,19.5560483838566,"Fall"
132,12,23.9933982871431,1014.8184719262,15.7122921602289,"Fall"
133,1,22.6503670412989,1014.64840867918,8.0525823800592,"Winter"
134,2,21.1447296114671,1016.64114687355,10.6698112766394,"Winter"
135,3,16.1358338762433,1018.52157714219,14.1835753388535,"Winter"
136,4,25.5707807770021,1006.98107154015,27.765130567303,"Spring"
137,5,17.6739158882973,1003.06301408901,5.69886212890793,"Spring"
138,6,24.1526548015018,1023.26785056075,20.6552732592301,"Spring"
139,7,27.5350448024226,1020.51061302606,12.3638287138304,"Summer"
140,8,17.3489591592199,997.908334626713,23.3299544999371,"Summer"
141,9,23.656916578215,1012.04852549151,9.30399680013298,"Summer"
142,10,20.6339546641582,1004.04052177243,15.7181161733137,"Fall"
143,11,16.5711956685219,992.29248929458,9.50224529148625,"Fall"
144,12,16.608843038288,1014.50120131188,19.5175821318084,"Fall"
145,1,16.2116321115254,1012.20788290741,22.4188974436904,"Winter"
146,2,19.2851329564138,1012.02630732487,24.7536050320058,"Winter"
147,3,16.3524559240555,1015.16152541801,18.9880032879476,"Winter"
148,4,22.6596429430292,1021.82465164397,24.2163312728891,"Spring"
149,5,26.7527312069835,1015.05597504483,21.2321195433082,"Spring"
150,6,16.4462090535138,1006.83564157126,14.3406254408799,"Spring"
151,7,22.5238404525841,1005.65200748079,17.3851861914235,"Summer"
152,8,22.3195448574605,1011.68197206959,10.1400289426203,"Summer"
153,9,20.8593348079373,1016.10016986579,14.073989152995,"Summer"
154,10,16.6864652519076,1002.60319647298,21.1048185417441,"Fall"
155,11,19.2007091151926,1011.15691131158,17.7064207174117,"Fall"
156,12,18.5640018379942,1022.67267260168,17.2867866581267,"Fall"
157,1,20.938971999357,1011.91719908766,9.80934480156397,"Winter"
158,2,17.9762433198447,1006.01579332406,11.9774338483294,"Winter"
159,3,21.8668229266215,1010.24054831574,11.1769699312322,"Winter"
160,4,17.6533370787386,1024.14648545362,16.9764793500675,"Spring"
161,5,21.7752717040357,1018.50043961214,10.0474618476672,"Spring"
162,6,15.3085921067091,1025.36675800082,17.8102069504953,"Spring"
163,7,14.513619087971,1014.39097857162,9.41791794033229,"Summer"
164,8,27.8541902141855,1017.1027509649,24.1426522906768,"Summer"
165,9,16.7165554282536,1007.41543087652,17.3029567473905,"Summer"
166,10,18.6969895266143,1019.0537066893,11.4949819387337,"Fall"
167,11,19.5463639493816,1007.93666457811,16.2052296625061,"Fall"
168,12,16.0188799276831,998.794344953043,13.2377340038602,"Fall"
169,1,18.853642835247,1014.27992965684,16.8557397987983,"Winter"
170,2,18.2421027365532,1032.45851217731,16.2176635938015,"Winter"
171,3,16.3205873750107,1021.00914339573,9.92942913669263,"Winter"
172,4,16.9935449578316,1024.65253389946,11.0434306059026,"Spring"
173,5,16.5258683681698,1016.58855723093,16.4979684236978,"Spring"
174,6,22.8433476662473,1006.91442821684,23.1952595437578,"Spring"
175,7,14.0634734857073,1010.9775914489,20.4230850433546,"Summer"
176,8,12.828601269993,1010.26751893188,11.8771626319095,"Summer"
177,9,16.0587326956852,1008.31300220218,19.1296145082375,"Summer"
178,10,16.705307040664,1020.0416728393,14.7571582362186,"Fall"
179,11,16.9117032103885,1001.02636497635,16.506568258592,"Fall"
180,12,14.055126331912,1021.66366132113,16.3018074536828,"Fall"
181,1,12.0682060003578,1021.64152486226,27.877248818617,"Winter"
182,2,18.8756254971554,1001.01377640931,9.07355594706388,"Winter"
183,3,13.8649788672525,1019.39491997901,15.5045992950643,"Winter"
184,4,12.1452770097686,1037.30226652345,6.10011356016192,"Spring"
185,5,13.8609389631314,1007.42784518058,17.9491796147938,"Spring"
186,6,13.8063395432964,1021.44904241408,20.483042358607,"Spring"
187,7,17.5558960768063,1005.17798154381,22.2283112055058,"Summer"
188,8,14.3088443784196,1024.10711418203,5.3742737408144,"Summer"
189,9,16.1455712843366,1015.49824719927,17.0638474859702,"Summer"
190,10,12.2146421739574,1029.51915391623,22.9668497569183,"Fall"
191,11,14.1853439595461,998.410292714631,12.9299206847885,"Fall"
192,12,12.3978721361423,1012.48702113875,13.9392473395903,"Fall"
193,1,13.4860847272651,1007.73074823874,14.8173138889763,"Winter"
194,2,10.3471810281316,1011.02735130924,16.8250937571652,"Winter"
195,3,8.93238624561813,1006.70421257314,18.3257993787298,"Winter"
196,4,18.6885834519378,1004.66156419465,21.5891044185574,"Spring"
197,5,14.3319046662079,1018.78722374616,14.522562047775,"Spring"
198,6,8.60953098784509,1002.12419285923,15.9813902273623,"Spring"
199,7,10.3641954979666,1027.84030931556,27.4399893861073,"Summer"
200,8,8.47643155347317,1001.13793414686,17.155494640575,"Summer"
201,9,18.4653606372929,1014.01079151395,15.9437655466492,"Summer"
202,10,15.6431541070552,1018.32989286826,8.28878437358276,"Fall"
203,11,10.7484417032036,1018.86735339093,15.0142802381111,"Fall"
204,12,13.0124448703986,1009.98253336134,13.8933692341656,"Fall"
205,1,9.97990050420377,1013.79501995328,14.9447708509531,"Winter"
206,2,9.6353565495886,1022.6126415181,12.1229117936442,"Winter"
207,3,8.54063189829306,998.435340829236,11.5659217377865,"Winter"
208,4,8.96614479792593,1005.18260288468,11.3961318408994,"Spring"
209,5,15.5475345585051,1016.20402314317,13.9274774230011,"Spring"
210,6,10.2788486896591,1008.55218021663,21.8406632401431,"Spring"
211,7,10.6461406325441,1026.70003993971,20.2454331327966,"Summer"
212,8,10.8683352177104,1019.73253863355,13.2001244102847,"Summer"
213,9,13.6850095009983,1013.72166752415,6.5704177273063,"Summer"
214,10,8.29118459700713,997.922426824633,10.7770828573202,"Fall"
215,11,6.71517806720455,1013.26100225326,12.7111973337975,"Fall"
216,12,14.5746864118031,1009.83584131803,15.5181900211415,"Fall"
217,1,8.08061772518238,1011.97653486479,11.6869636214959,"Winter"
218,2,7.09307941113713,1001.18440772944,25.0334034541595,"Winter"
219,3,5.41332812042539,1017.9865804383,13.6386623279082,"Winter"
220,4,5.12961220079738,1002.61043559693,8.93027764880245,"Spring"
221,5,7.12523356247276,1010.73778018558,14.2936912135874,"Spring"
222,6,10.5663293055412,1016.81425829451,9.97311209203293,"Spring"
223,7,11.9089972844235,1005.16484210987,15.7807785363766,"Summer"
224,8,10.5712014894159,1018.8299140568,16.1681680704493,"Summer"
225,9,7.22838946657891,999.834895983483,16.7779380581419,"Summer"
226,10,8.37151571738364,984.902253210395,6.89070870437893,"Fall"
227,11,5.95339834009002,1017.64967990786,16.1035564548532,"Fall"
228,12,5.7925094142062,1021.40539826961,16.5522504027082,"Fall"
229,1,10.4771823601711,1010.14154576409,7.89445776247756,"Winter"
230,2,4.65764672332449,1018.04126254592,19.7768281986521,"Winter"
231,3,13.4536617879914,1001.44083474916,18.9208543954717,"Winter"
232,4,7.20237294278236,1011.72851393174,26.4980968057722,"Spring"
233,5,8.00473035198222,993.584816239594,15.7835149368786,"Spring"
234,6,5.03557647211087,1024.81180891439,15.23366763759,"Spring"
235,7,5.42033537992305,1031.59910861543,15.4829291704122,"Summer"
236,8,3.08712296525812,1023.74012260282,15.3488311545015,"Summer"
237,9,6.38642437167237,1012.72653033586,5.75763612331167,"Summer"
238,10,8.09156670031424,1012.66669657724,6.64436470678878,"Fall"
239,11,7.70937104524505,997.839323768489,14.612305166044,"Fall"
240,12,4.29613574464938,1020.90385343888,12.0946630971675,"Fall"
241,1,4.18164351390736,1010.89265819308,15.2736826252871,"Winter"
242,2,4.95018214747315,1006.43257074639,4.44395813369734,"Winter"
243,3,10.8567607290399,998.879742073417,7.50650872736621,"Winter"
244,4,2.87102595090955,1010.00237503354,9.49258280530629,"Spring"
245,5,5.66272317712405,1004.50938864983,19.9302911053012,"Spring"
246,6,11.8265122387419,1009.02969479672,9.50754996454942,"Spring"
247,7,5.73868243666449,1000.82400012236,11.0024302321173,"Summer"
248,8,1.88691986528898,1029.87589482946,15.3993690933703,"Summer"
249,9,3.89964539323565,1012.83997472792,13.3862681908745,"Summer"
250,10,7.2805436761207,1023.74945077272,15.7320858933398,"Fall"
251,11,4.63028416305974,986.983003297423,26.5253099102285,"Fall"
252,12,4.00713159897086,1008.46802170005,9.37698164370882,"Fall"
253,1,4.59943483466031,1006.24517708408,13.472651800451,"Winter"
254,2,5.84387850751346,1000.77073820634,12.4162027512813,"Winter"
255,3,10.3119105133158,1028.46609154224,22.5619771341623,"Winter"
256,4,5.19749469727889,998.847180802305,11.1525753855486,"Spring"
257,5,8.65522031858159,1016.18390260408,14.5895654811214,"Spring"
258,6,7.25755686131021,1021.4643628558,18.9356680716135,"Spring"
259,7,4.97970248324094,1014.78190188418,9.707047320258,"Summer"
260,8,0.680112025037594,1004.24744522504,23.27587907871,"Summer"
261,9,3.67654254101876,1022.41165806724,18.3788120773712,"Summer"
262,10,3.73425172412968,1014.70588081841,9.62896695234823,"Fall"
263,11,5.31219777848476,1002.36502093618,17.2728890452887,"Fall"
264,12,9.04111453336216,999.119509523979,13.9334642838347,"Fall"
265,1,11.9924610191699,1033.86717434493,16.5661438599717,"Winter"
266,2,9.73160253701676,1006.21496854582,14.5501240149217,"Winter"
267,3,4.66797861433902,994.44428346082,20.3525801838917,"Winter"
268,4,-0.220635297679887,1018.33259362754,8.24449807148333,"Spring"
269,5,3.86707139024307,1016.10230256061,12.3869165140204,"Spring"
270,6,5.28845006056596,999.461656642774,13.754046611223,"Spring"
271,7,7.54624185635197,993.57043586418,10.0210063757433,"Summer"
272,8,7.89212109857924,1011.83697482841,9.80022478116903,"Summer"
273,9,7.05376170170202,1024.39396291709,14.9100987971167,"Summer"
274,10,0.814269553239695,1019.36124035182,14.3391243357163,"Fall"
275,11,7.55124411710116,1008.07062575838,2.25328612624784,"Fall"
276,12,3.6678282383215,1004.65811768416,20.2028672785969,"Fall"
277,1,5.54005388892813,1015.71066756751,16.248628679926,"Winter"
278,2,5.25040380043965,1014.57353347216,27.0810368657416,"Winter"
279,3,6.32531033343973,1019.29711746693,18.4259911902555,"Winter"
280,4,5.1318458795389,1009.04202049711,12.76520345519,"Spring"
281,5,0.0753526130636875,1021.99354053203,28.9869557347905,"Spring"
282,6,7.3101629434468,1004.69188472664,29.1611301195775,"Spring"
283,7,6.28458528110916,1009.6945529988,8.9064409185491,"Summer"
284,8,4.35830695664441,1020.40814523726,17.3451597797771,"Summer"
285,9,5.54136883042395,1022.89971608627,13.9437654068392,"Summer"
286,10,5.62363252104882,993.614952985466,15.9352557327701,"Fall"
287,11,5.9220538539588,1014.07190407016,16.1377136428441,"Fall"
288,12,10.2218992794174,1019.08779011735,8.69049768565474,"Fall"
289,1,4.68544948665102,998.491756865094,16.4279479012128,"Winter"
290,2,5.89289831293096,1017.80625599875,23.746236815709,"Winter"
291,3,8.94280335328822,1004.71825729603,14.179549979326,"Winter"
292,4,8.65197790717922,1023.20253012164,14.1853664465077,"Spring"
293,5,8.97982545686964,1018.38482032103,21.9928600316873,"Spring"
294,6,3.86903541740238,1020.69052294996,19.4919812034147,"Spring"
295,7,11.6690759026492,1014.20719329287,6.75752590809357,"Summer"
296,8,5.92468577699858,1021.63648434158,16.1427848663109,"Summer"
297,9,11.3908426569542,1026.80514528315,23.2677361733887,"Summer"
298,10,1.80601206005453,1032.66248015456,22.0763817495957,"Fall"
299,11,5.99281263103635,1012.71604945251,17.0997580190711,"Fall"
300,12,9.75343501638521,990.509489096676,18.6061040355645,"Fall"
301,1,3.93445997373612,1013.31526004594,9.01532393905658,"Winter"
302,2,3.90125799591314,1015.0556120845,16.5006578344069,"Winter"
303,3,3.42546683773689,1011.44654652856,10.2277553240609,"Winter"
304,4,3.16789661468782,1018.68288620777,12.7099096595153,"Spring"
305,5,5.10088181770077,1023.10677964514,19.678018418898,"Spring"
306,6,7.49536660360167,1007.82017569832,9.31553444154428,"Spring"
307,7,0.551184449893057,1010.05904672844,16.3345912543653,"Summer"
308,8,7.3242350364588,1016.978422088,17.1416601973577,"Summer"
309,9,10.4952596062256,1007.49776258511,15.2745598491981,"Summer"
310,10,12.9973314646477,1013.91267383488,24.1109441091771,"Fall"
311,11,10.889917094855,993.382924011147,9.88826335712375,"Fall"
312,12,9.36086772382011,1001.80100278602,18.030651307178,"Fall"
313,1,2.01685029194925,999.722445243959,14.5553471627467,"Winter"
314,2,5.50133160714027,1004.46376303273,13.6958387808304,"Winter"
315,3,6.36080254546652,1006.06695472069,17.3204561692619,"Winter"
316,4,9.64085083130513,1016.82305142546,9.89799704658035,"Spring"
317,5,7.32881576834882,1022.82113002523,8.43274541740797,"Spring"
318,6,3.98761373286036,1005.72616470912,12.5275956225829,"Spring"
319,7,12.9367409014646,1003.03161017622,23.7587857487772,"Summer"
320,8,10.7395906048714,1002.5831114101,15.2788238730626,"Summer"
321,9,8.8417631452364,1008.85411273636,16.6571719911394,"Summer"
322,10,11.909889642648,1010.60970931847,14.0507668116123,"Fall"
323,11,4.36733095587229,1017.83617533838,17.3524636597691,"Fall"
324,12,10.4961652830196,1009.78675157832,10.2416022849143,"Fall"
325,1,7.07693986215796,992.2151073114,20.7895523328432,"Winter"
326,2,10.8307690811435,1012.0856572445,17.9235263012068,"Winter"
327,3,8.73276543486851,1024.87186810652,10.9677358865415,"Winter"
328,4,10.9516152694867,1024.9160126851,15.27276622906,"Spring"
329,5,13.1985501106402,1005.11036781889,18.5816580974956,"Spring"
330,6,9.35485270803951,997.522234563624,17.788654910273,"Spring"
331,7,12.5283227791801,1037.58060491865,22.4096700793844,"Summer"
332,8,6.05464617917307,1011.37578057521,11.9350612255257,"Summer"
333,9,7.60103060503645,1012.02548749894,20.580683077452,"Summer"
334,10,14.4709436956435,1017.20574188698,20.1827400497061,"Fall"
335,11,11.194408417472,996.859605433809,14.1875843404857,"Fall"
336,12,4.05599313754093,1005.71780888809,10.1203665358906,"Fall"
337,1,6.27238493472436,997.5955759471,9.55427404557742,"Winter"
338,2,9.91536353582853,1006.06905385989,17.2889347897249,"Winter"
339,3,13.2695822874991,1014.18849433005,14.6443663313955,"Winter"
340,4,10.5224142067312,999.352905420131,23.8955133342572,"Spring"
341,5,12.8576825240022,1018.89982679367,17.675689802481,"Spring"
342,6,14.0203820709274,1015.89344028817,13.1402756241825,"Spring"
343,7,16.3159190576821,1003.95784974379,9.87228875751443,"Summer"
344,8,11.6312889780612,1015.26324942381,12.0879916269737,"Summer"
345,9,11.4688252855162,1020.48081162494,16.7144419644867,"Summer"
346,10,6.52759130564954,1023.61095253262,12.7453267647167,"Fall"
347,11,12.2487705357006,1010.87151721353,17.5711506011535,"Fall"
348,12,10.3996254975072,1012.06363206089,13.3283097391511,"Fall"
349,1,9.35838967624667,1012.13285865018,14.4722004560276,"Winter"
350,2,11.9067483556955,1027.41461756055,11.3474516359609,"Winter"
351,3,15.6581018581715,1024.25071892278,24.5252179245435,"Winter"
352,4,6.80253940389258,1021.34401567757,16.663108657352,"Spring"
353,5,11.6671171396975,1010.12659200159,16.1531682024973,"Spring"
354,6,13.4676447523157,1016.73241434166,6.54068792557966,"Spring"
355,7,10.6074458480204,1017.03290331221,18.2989594977466,"Summer"
356,8,14.4586206208549,1002.58326705711,9.88188205560144,"Summer"
357,9,14.8615020407145,995.716954846793,10.5423921282285,"Summer"
358,10,13.6988110731785,1019.41830027652,19.5917058551082,"Fall"
359,11,6.57128844424556,997.706894688196,12.7364967674588,"Fall"
360,12,21.8547264502254,1013.01683688484,6.2581385999841,"Fall"
361,1,13.6960779595722,1015.50247821348,23.8495205494468,"Winter"
362,2,16.4373831725305,1018.63867390306,3.1129653730374,"Winter"
363,3,15.4770833568822,1014.89426237515,17.8640576492979,"Winter"
364,4,17.9018861428967,1005.67146193703,20.086246245423,"Spring"
365,5,17.4529783391223,1022.86365859895,11.8451606666973,"Spring"
